Recency,Frequency,Monetary,AvgItemsPerOrder,UniqueCategories,DaysBetweenOrders,ReturnRate,LoyaltyPoints,TargetProductsNext30d,TargetSpendNext30d
150,33,788.49,12,6,57,0.02,6763,13,1368.94
185,47,7733.59,14,6,33,0.27,8387,23,3858.56
74,67,7503.66,11,5,31,0.2,394,26,3625.07
280,46,4309.04,8,1,5,0.26,9934,2,203.15
353,35,1234.08,11,8,26,0.3,6031,2,223.07
95,77,5927.65,9,4,12,0.23,4027,38,905.89
128,68,4234.56,4,5,48,0.26,6854,3,361.53
53,50,8727.97,14,5,12,0.11,1754,30,3272.94
159,27,4233.3,10,1,26,0.25,3342,8,1302.19
148,55,662.53,4,3,2,0.2,8117,24,2293.65
306,64,6072.5,1,6,3,0.09,9861,27,4788.31
237,80,8439.07,1,9,33,0.25,9743,35,4583.63
10,6,8043.3,13,4,6,0.18,6334,27,3706.01
315,8,6051.56,2,7,27,0.28,9998,6,1094.25
231,85,1415.39,10,7,40,0.05,9730,27,3708.05
8,54,100.89,11,8,23,0.28,6869,35,2488.05
258,66,5480.65,6,8,12,0.16,3257,22,2134.52
48,52,5652.05,6,7,34,0.2,4463,12,354.46
177,65,1227.48,7,3,52,0.08,31,15,2266.1
163,40,6624.93,5,3,57,0.22,1274,30,5577.32
122,11,4131.66,8,5,54,0.17,4347,33,6568.02
167,28,8388.73,10,7,25,0.26,7495,24,1234.74
150,96,4663.49,2,2,14,0.21,2497,9,1368.14
187,22,6015.44,10,1,44,0.14,2194,5,857.18
25,56,8195.19,3,4,33,0.22,1545,1,87.8
125,19,5955.25,11,6,22,0.23,3914,25,829.8
324,74,6558.21,13,1,23,0.3,5105,7,1192.84
338,77,8139.64,1,8,43,0.12,5223,24,2255.38
240,87,2633.52,5,3,1,0.01,2136,24,2182.61
296,3,9470.42,13,7,23,0.12,5477,19,1947.11
199,86,2307.12,2,2,38,0.18,7777,11,1347.9
284,95,7459.06,2,8,19,0.29,7053,12,1764.92
279,31,4355.13,1,4,34,0.02,2382,38,5612.75
165,26,149.48,11,6,21,0.29,1009,27,2640.31
90,73,2955.25,13,6,11,0.16,4367,25,3953.16
123,73,6073.48,1,4,52,0.3,3963,3,283.04
110,18,3694.25,1,2,12,0.24,3708,15,2620.12
353,10,4972.06,10,2,18,0.23,329,24,4270.3
351,30,7079.15,8,5,41,0.1,8418,20,3673.71
225,50,2066.37,7,1,1,0.21,6512,15,2116.16
23,88,2181.85,14,3,31,0.11,1503,35,3991.86
327,46,7083.13,2,7,1,0.26,1412,26,1076.06
6,43,6900.25,4,2,11,0.27,6001,22,4251.01
36,95,2217.11,10,6,21,0.04,3697,37,1145.47
169,84,1469.94,1,9,43,0.12,6349,3,596.43
108,58,5817.53,8,7,16,0.14,3837,31,3480.13
208,74,3567.62,2,8,43,0.24,6347,4,584.63
192,51,7204.89,10,4,38,0.23,2721,6,203.57
31,84,847.64,7,6,33,0.16,105,32,2526.56
323,43,4157.91,10,4,12,0.11,3217,18,1058.1
316,67,9815.74,4,9,35,0.16,3562,3,173.47
9,61,8758.49,9,9,47,0.27,5918,19,904.45
230,50,2684.16,4,4,19,0.21,5135,16,1923.34
168,26,9775.1,13,9,36,0.2,5440,13,1418.53
285,1,8554.6,8,2,11,0.25,7295,23,3771.94
109,93,9767.01,4,7,16,0.04,9644,4,418.06
274,65,6462.75,7,8,40,0.29,6832,29,3207.52
346,50,4799.02,13,4,7,0.01,7371,7,686.58
240,56,5795.45,2,7,53,0.11,1735,5,769.48
29,39,3227.62,8,9,58,0.27,61,21,2118.46
103,90,1236.8,8,3,18,0.06,5106,38,4994.29
220,1,2851.26,4,7,1,0.06,1720,15,2289.23
111,30,4974.09,13,7,32,0.1,4544,10,1570.45
11,75,8669.1,8,6,22,0.25,4757,12,856.93
164,84,7439.92,1,1,39,0.15,1572,35,3730.54
163,64,290.18,3,6,48,0.06,8741,28,4659.28
323,79,9533.11,5,3,17,0.1,8962,12,522.16
344,9,6173.76,2,9,46,0.27,8192,32,6288.68
295,12,5047.24,6,3,40,0.2,3183,10,1997.4
346,19,4154.58,4,4,24,0.2,8018,2,396.13
86,58,2434.94,1,3,17,0.15,7916,29,4940.62
317,93,3679.3,8,3,28,0.04,4481,37,770.78
248,84,7443.38,9,9,23,0.03,3356,22,2893.22
165,17,1462.11,11,2,5,0.1,9572,28,5471.83
56,82,5527.53,1,7,36,0.13,5745,19,846.62
23,49,4863.1,4,1,38,0.07,1831,21,4000.46
300,90,8088.73,12,6,51,0.29,2790,7,1280.93
185,54,1630.02,1,6,4,0.11,9569,33,5441.6
247,93,8614.92,10,6,42,0.23,4912,9,226.5
90,97,3930.61,11,4,47,0.02,4416,4,575.34
247,51,2069.56,4,2,44,0.09,5818,1,45.73
164,99,123.27,14,5,39,0.18,824,31,1109.05
291,65,3972.2,3,2,52,0.16,827,16,2284.58
251,63,6882.78,9,8,28,0.07,6925,25,752.65
186,24,9820.05,4,4,57,0.13,5629,14,2491.54
266,49,3493.14,5,9,54,0.24,2182,33,4570.72
326,56,2675.82,7,9,2,0.02,6664,7,1247.94
140,54,7994.5,12,3,16,0.17,6626,8,993.77
239,4,8030.91,12,2,39,0.01,4708,13,815.54
56,22,3054.93,13,3,16,0.27,6942,3,413.55
39,61,6244.98,11,7,24,0.15,6774,31,1240.27
174,86,5956.63,14,3,50,0.23,2064,25,1226.31
325,59,6808.28,6,1,17,0.16,3030,21,1879.61
74,29,1032.96,11,1,38,0.26,3187,11,1492.56
50,79,2056.62,8,5,8,0.18,6791,4,187.16
10,3,5388.43,7,4,4,0.26,6289,17,2340.97
77,54,2820.53,6,7,30,0.24,3453,6,837.41
161,60,5496.72,7,4,46,0.25,4114,16,2680.27
213,36,9023.84,5,7,26,0.25,1192,7,855.52
327,76,4776.89,12,3,3,0.29,8311,34,881.99
238,61,6532.11,12,1,58,0.02,645,38,778.79
156,10,1926.51,5,2,28,0.2,9619,3,434.66
64,39,9476.9,2,1,29,0.17,9121,0,0.0
138,95,7061.89,8,1,7,0.02,5449,5,238.24
309,90,4408.48,3,2,58,0.29,3117,29,1809.72
36,18,7789.44,6,2,54,0.07,6053,21,704.33
20,95,2954.44,9,5,50,0.01,8178,22,3017.59
9,22,1153.69,1,9,37,0.17,4147,22,2236.88
250,21,6647.22,14,6,20,0.1,6215,3,414.47
119,9,487.63,6,8,15,0.28,55,4,271.64
304,41,8540.71,8,3,55,0.26,3999,25,4264.12
362,28,8380.45,14,3,32,0.21,2343,22,2931.87
356,97,1339.23,9,3,19,0.28,7423,38,4913.97
72,23,9861.85,6,8,24,0.18,5901,8,1329.79
237,98,356.79,4,3,38,0.22,9598,15,1708.83
330,34,6374.18,13,6,9,0.23,5687,36,2349.22
110,69,9072.35,14,2,36,0.19,8411,26,855.3
265,51,8625.09,9,1,58,0.27,4175,37,3307.84
147,82,7726.56,8,4,48,0.09,2517,2,276.75
71,82,8407.2,13,8,40,0.03,4087,24,1121.96
340,5,5401.51,9,7,55,0.04,1767,29,4366.56
53,21,642.77,1,8,28,0.23,536,35,4725.61
240,96,5481.27,13,3,14,0.26,6993,36,7051.29
73,66,1047.16,11,6,20,0.19,1162,19,2137.32
364,76,1627.87,9,3,49,0.18,4471,29,3045.76
32,46,514.05,14,6,7,0.29,2039,36,1679.31
218,60,1374.75,6,2,58,0.17,2919,8,1551.95
21,55,6243.35,4,2,19,0.3,5730,38,3445.03
245,81,9345.67,14,6,59,0.09,7406,26,3585.57
291,10,9479.66,11,1,32,0.12,1997,28,2517.0
13,80,7738.56,13,9,45,0.29,3706,38,4191.99
237,67,8611.11,2,8,22,0.27,132,3,325.76
356,93,4524.35,6,9,23,0.14,2229,22,2151.84
278,59,2718.69,9,6,30,0.02,8394,25,3737.57
258,41,4774.92,6,4,16,0.21,6728,29,2799.64
13,47,7905.87,10,4,33,0.08,8331,25,1571.41
171,96,4830.23,5,7,3,0.27,9986,4,96.09
134,6,418.61,7,3,55,0.14,9571,14,2152.34
304,39,8302.85,1,4,8,0.03,7098,24,1703.81
316,7,7402.64,10,5,34,0.17,8717,32,5462.11
271,81,6095.05,7,2,12,0.17,6342,22,3171.3
148,64,2851.06,8,5,38,0.19,1519,2,291.45
209,81,8896.3,9,9,56,0.05,8255,30,3103.21
152,67,156.91,8,8,48,0.05,7827,32,5371.45
33,37,3782.27,8,9,37,0.14,5970,2,394.37
41,93,5890.43,5,2,8,0.27,7793,36,3637.76
33,62,8948.76,9,4,58,0.2,43,6,483.95
117,22,5925.39,10,5,50,0.28,9488,4,425.3
169,79,5744.4,6,5,42,0.29,5408,20,2222.23
59,86,1883.61,5,7,18,0.1,3617,35,1415.74
5,12,8153.87,8,8,10,0.16,3773,14,1414.13
75,41,7853.56,11,6,10,0.06,7819,18,1505.95
258,89,9404.48,12,2,34,0.14,7496,0,0.0
359,64,4514.55,7,2,54,0.24,8533,21,420.88
212,60,7529.96,4,9,30,0.07,998,39,5544.39
140,44,9876.94,7,9,43,0.01,6842,26,1937.49
65,75,9020.1,13,9,29,0.03,796,4,274.86
190,14,7397.11,8,4,20,0.26,3952,30,4348.75
135,93,2343.51,10,6,6,0.14,8092,16,1288.07
158,47,1842.98,12,9,58,0.04,3898,7,305.74
176,14,1950.19,9,2,14,0.28,9108,26,593.12
186,39,238.42,7,1,11,0.12,3365,1,85.05
312,87,8350.35,3,8,55,0.16,6283,11,1300.98
70,56,3929.04,1,3,31,0.0,7333,31,5232.28
230,36,1631.9,9,5,11,0.05,4185,26,4186.71
337,50,8190.03,4,4,27,0.17,7434,21,2556.29
19,48,4498.22,11,4,20,0.26,5590,38,6304.01
168,61,9670.05,2,2,34,0.27,4971,21,3401.83
304,14,1254.81,1,2,29,0.14,4437,15,1742.01
275,66,4300.44,8,1,52,0.03,2672,31,4282.58
68,68,2758.17,6,5,8,0.06,1738,29,3767.87
24,54,3556.34,2,2,15,0.28,7216,12,288.23
238,79,250.72,7,4,57,0.08,9845,4,758.63
184,38,7333.61,9,6,5,0.14,4322,34,2538.26
232,69,8229.13,14,3,37,0.11,4790,16,1364.51
38,39,3975.77,3,2,15,0.25,5746,2,74.1
353,3,5948.29,14,1,18,0.27,9953,13,2541.12
175,9,7804.58,10,7,35,0.03,7828,22,948.4
357,33,812.83,13,5,13,0.22,7865,36,1540.22
161,56,2580.26,6,3,52,0.08,1891,35,6802.93
82,61,2109.62,7,1,12,0.14,7700,19,1138.81
284,66,3055.16,9,7,34,0.21,8500,10,1221.52
182,70,9556.24,10,3,11,0.19,6798,10,1109.18
26,81,8699.85,3,5,30,0.06,6862,21,3974.02
148,23,1327.05,7,1,40,0.17,2407,3,451.56
177,14,1654.35,3,1,33,0.26,4389,9,620.81
326,6,7444.58,7,6,26,0.06,9955,16,2241.94
249,15,4201.29,11,2,57,0.12,4966,8,385.64
115,40,8053.36,7,6,22,0.15,9334,16,1437.02
53,52,2531.85,3,1,30,0.03,8729,22,716.57
291,72,2642.42,3,9,18,0.0,402,21,2531.74
152,9,4257.18,7,8,21,0.19,6676,21,2451.6
204,24,7782.29,3,5,41,0.12,8450,14,1785.79
139,36,3946.4,6,5,15,0.11,1171,24,1808.81
22,53,9002.28,14,3,6,0.19,3140,3,539.67
308,79,3956.26,14,9,19,0.28,2590,20,3723.24
228,64,2492.53,6,9,42,0.04,2836,10,1773.63
227,27,9058.12,6,8,12,0.21,4861,6,248.29
209,72,6494.43,14,5,31,0.23,6059,34,5111.52
359,61,5068.19,12,7,30,0.1,5318,20,3625.19
179,64,3997.13,9,3,41,0.02,7157,38,4797.4
21,13,3160.62,9,4,30,0.21,417,32,753.75
202,21,5937.05,8,1,9,0.13,1766,34,3334.07
152,71,5577.06,13,1,26,0.28,977,30,3776.16
222,14,8669.16,9,7,51,0.09,4381,3,114.67
224,51,5968.92,9,2,48,0.27,924,38,6797.06
276,73,1006.17,11,9,26,0.24,5177,0,0.0
188,61,6404.33,14,9,5,0.05,1007,28,2785.59
10,14,9086.25,6,3,40,0.14,7456,22,947.42
336,11,720.59,3,4,30,0.18,7925,23,3965.05
185,96,8045.12,1,3,15,0.04,8332,1,129.29
331,98,7474.63,7,6,3,0.05,7415,17,3029.46
150,91,1415.81,13,5,49,0.0,5579,2,43.25
40,94,4704.66,2,8,35,0.13,475,10,416.84
261,51,1822.9,3,2,39,0.22,1536,5,966.92
154,91,3003.16,7,2,8,0.17,5404,25,4671.86
35,25,5134.21,1,4,26,0.19,8701,10,1472.96
24,89,538.08,3,1,42,0.01,6466,22,3467.11
267,4,2331.67,8,8,18,0.24,1872,13,939.43
278,88,7813.75,2,7,44,0.29,7268,34,6797.44
346,18,720.38,4,1,1,0.26,7828,34,1489.4
266,26,6375.53,7,9,21,0.02,2862,32,5293.93
297,99,7876.35,2,4,47,0.15,3424,11,1629.11
100,96,1741.67,11,8,4,0.24,5807,8,440.28
240,8,9698.22,11,6,14,0.09,2253,24,551.04
132,77,2143.94,10,9,7,0.06,3283,38,5403.38
104,24,1753.34,5,3,39,0.28,1656,6,179.42
191,74,4175.36,2,7,17,0.19,6127,29,3616.92
226,85,4709.25,6,7,38,0.11,2188,21,3208.3
213,4,9790.2,11,4,23,0.26,5434,18,2130.41
354,77,8644.3,12,2,57,0.24,4615,12,1164.48
185,35,7270.75,11,6,38,0.12,9505,19,2012.22
231,38,4338.58,6,1,44,0.02,3429,8,301.66
236,58,7885.89,4,5,29,0.05,523,37,4729.07
290,40,9328.11,3,8,46,0.14,3972,34,6016.85
31,10,5724.59,1,9,46,0.3,9362,7,499.41
237,13,5874.76,2,6,58,0.05,2033,1,44.93
297,60,7759.85,9,9,11,0.29,8477,26,2814.53
41,4,6459.72,2,9,27,0.18,4376,0,0.0
302,33,2654.67,13,1,25,0.16,4215,35,1477.41
248,7,320.6,8,9,40,0.05,8740,3,426.37
296,68,4715.81,3,1,38,0.09,4757,26,1190.2
203,83,2207.45,9,5,21,0.11,394,26,5049.43
302,3,3147.44,7,7,17,0.08,5861,37,4658.41
321,77,4196.0,12,8,28,0.02,3445,34,2207.55
60,77,780.17,5,3,10,0.08,2628,35,4142.43
122,1,8713.38,5,4,39,0.1,2945,38,4250.11
191,30,1605.52,14,1,39,0.29,7988,39,1562.05
132,48,1233.13,13,7,30,0.11,363,30,3222.93
325,70,7704.57,3,2,25,0.1,9090,11,295.53
226,69,3569.19,11,1,17,0.09,3757,25,4656.13
284,96,1869.71,4,3,57,0.16,6736,22,2829.89
363,9,3103.11,5,4,40,0.1,225,3,470.39
285,53,5569.32,6,3,28,0.07,1912,18,645.66
283,89,8706.38,10,2,23,0.24,9520,29,1112.35
336,68,9318.36,11,8,27,0.04,2206,13,1199.96
177,86,8614.93,14,2,9,0.29,4910,38,7217.8
67,91,3031.18,3,3,12,0.07,5461,16,1770.42
294,48,4593.08,2,3,23,0.22,9909,2,87.84
331,60,7271.12,10,5,37,0.14,1825,19,2491.3
313,7,4516.39,8,6,12,0.25,4654,36,976.69
95,66,4625.14,7,8,1,0.23,9709,23,3378.41
119,41,8354.36,13,1,10,0.17,7533,28,1750.85
247,51,4886.96,1,9,59,0.16,755,8,719.48
228,92,1692.34,10,6,1,0.17,2324,16,3062.92
22,48,2194.03,2,8,58,0.27,2636,3,223.59
96,30,229.39,12,1,20,0.1,716,3,313.74
259,37,8158.19,8,2,39,0.28,7712,8,606.56
274,33,5335.14,3,5,38,0.06,616,5,535.27
39,89,5536.4,2,5,21,0.08,2012,39,7382.26
107,90,3806.71,5,7,56,0.21,2407,20,3012.96
329,55,6059.28,12,9,26,0.14,5373,28,2458.25
240,67,9758.97,4,1,13,0.07,8454,8,478.21
140,13,4491.57,11,1,1,0.12,7604,23,4418.58
244,56,6894.83,1,5,9,0.14,899,30,3507.42
234,77,325.9,12,1,9,0.28,7030,11,878.98
189,80,5080.11,6,3,24,0.11,3574,25,3482.68
239,93,6246.86,12,5,32,0.0,155,14,989.81
182,94,6664.03,12,8,9,0.22,6742,38,2289.53
38,14,7532.39,5,2,20,0.28,7604,30,3296.68
332,20,1308.36,7,7,13,0.09,5712,31,1418.54
322,34,228.38,6,4,44,0.21,6612,23,1689.4
162,39,5628.53,9,4,44,0.21,4375,19,1408.68
55,67,443.77,6,2,41,0.09,6686,1,195.02
150,7,3510.7,8,7,15,0.3,6318,6,1147.73
261,6,109.21,12,8,3,0.19,2984,15,2839.51
84,17,901.95,12,3,51,0.16,6803,27,4875.33
233,60,3263.03,4,7,2,0.09,3812,27,2228.84
210,23,2360.83,1,8,34,0.17,9151,9,301.31
160,19,7265.25,13,5,46,0.3,9906,36,3955.07
170,51,3463.19,1,3,45,0.28,4759,23,2000.89
217,21,8050.59,12,5,43,0.06,8262,15,2257.5
256,81,7265.62,4,7,16,0.14,9376,34,730.68
322,84,2338.95,9,9,18,0.22,6836,18,1213.24
297,36,49.79,4,2,44,0.16,9177,33,4120.4
272,91,2930.59,2,3,55,0.29,9114,17,3078.0
216,21,9304.71,10,8,12,0.01,6342,2,138.45
135,5,5758.13,5,8,5,0.21,7368,29,3598.98
337,99,7894.86,7,4,53,0.15,8596,19,2413.31
106,75,9583.85,8,2,15,0.04,4531,5,901.92
180,13,6736.02,14,6,58,0.24,5859,3,452.03
272,90,1184.64,4,2,19,0.16,0,2,229.39
298,80,4177.78,10,3,8,0.08,5487,8,1387.93
131,8,8006.77,13,8,30,0.14,2354,29,2780.6
251,11,5065.96,8,2,13,0.22,9146,13,391.57
201,42,9322.85,4,6,47,0.05,8691,3,508.09
157,25,7073.12,6,1,11,0.12,6877,25,2076.63
174,21,2832.13,1,7,37,0.22,8288,25,3477.98
113,83,8286.73,10,8,47,0.26,7821,23,3220.32
263,22,3399.18,1,4,37,0.19,3608,29,5642.78
103,6,2582.06,2,4,19,0.08,5976,15,964.91
344,76,6519.01,11,5,19,0.22,5996,15,1286.5
340,69,7451.96,1,2,47,0.27,3478,28,4018.24
282,53,8422.39,6,3,33,0.16,1825,10,1393.42
31,23,7489.31,6,2,45,0.15,9690,7,1002.71
56,80,8500.79,1,3,32,0.17,4227,38,3798.72
205,84,9564.33,14,1,3,0.22,146,36,2845.65
268,76,2114.42,14,1,16,0.02,2405,15,996.07
282,85,4202.67,4,6,43,0.24,8081,39,5593.71
75,30,7780.31,12,2,11,0.15,5040,25,4311.91
281,8,7675.44,6,7,58,0.19,6042,7,901.63
78,31,4308.24,14,7,21,0.15,6556,34,2077.32
99,9,6950.81,2,2,9,0.2,6720,32,6310.39
42,94,2321.57,1,2,26,0.12,1819,17,838.63
338,52,9529.83,6,8,51,0.2,9937,28,1493.58
330,1,4691.9,8,8,17,0.08,5024,4,329.04
37,99,6913.72,14,4,41,0.24,7141,22,3162.93
163,96,6445.36,7,4,35,0.14,7252,30,3349.77
311,5,6774.61,12,7,17,0.06,3815,19,2966.6
211,79,4361.8,5,3,35,0.11,4539,24,1493.93
258,52,1668.76,7,8,40,0.04,2600,14,830.14
306,50,7815.02,9,9,25,0.14,9626,30,652.73
11,66,7773.18,12,3,30,0.16,9498,9,484.15
281,39,7748.69,4,7,6,0.26,5086,34,4568.57
167,98,6010.78,6,1,35,0.07,1387,16,2042.61
277,59,27.14,10,8,7,0.1,1795,6,482.1
5,23,8233.07,8,6,48,0.06,7576,32,1212.45
23,36,3332.5,10,5,46,0.11,6615,9,1631.08
357,87,53.19,13,8,6,0.04,4011,27,695.4
52,73,4340.24,11,8,23,0.23,9705,31,1284.05
216,87,2188.25,12,6,44,0.08,6075,23,3158.44
282,73,4973.21,7,4,54,0.25,6824,4,542.52
20,31,8666.19,9,9,40,0.29,2861,1,170.66
29,51,3371.44,12,8,31,0.27,8987,4,184.55
60,98,5766.22,14,1,26,0.24,9075,35,6905.22
78,93,5042.07,3,2,46,0.06,7563,28,4538.22
140,87,2845.84,3,4,58,0.0,2477,10,1829.76
80,48,9200.28,2,2,54,0.29,8498,6,989.86
122,43,5099.44,1,9,23,0.19,2758,11,948.16
257,16,6411.21,11,2,53,0.26,2786,38,7065.36
335,50,6028.65,4,1,24,0.01,4251,3,130.87
156,57,4313.14,5,7,30,0.01,4618,8,1320.43
7,84,6952.55,4,2,28,0.3,6069,27,3480.62
287,64,2520.68,10,4,44,0.11,8656,0,0.0
131,20,2195.07,14,3,55,0.02,8877,38,5414.85
33,51,4605.36,4,9,24,0.26,1166,4,373.34
1,62,9456.21,6,7,24,0.27,1018,16,2746.36
183,18,5157.26,1,8,14,0.26,8463,32,3821.94
38,13,917.36,5,5,21,0.09,5608,35,5651.83
278,91,8786.16,12,6,31,0.06,8630,11,1786.23
111,34,5916.63,2,4,38,0.05,4385,8,976.52
290,27,3342.83,3,6,58,0.27,4745,24,1382.71
258,95,8194.13,6,8,40,0.08,6093,7,476.82
350,49,9115.85,7,9,16,0.13,2396,32,3130.61
251,50,4494.56,6,2,56,0.12,8883,20,1750.89
173,21,5157.71,3,3,46,0.29,6792,6,855.22
8,25,5197.67,1,3,8,0.16,514,36,1643.56
260,33,5253.62,4,7,41,0.02,6015,18,724.95
327,17,6061.31,12,2,7,0.2,3789,37,1987.1
284,49,3981.6,6,3,5,0.18,9612,0,0.0
169,74,1812.8,5,5,45,0.0,3210,11,592.59
154,52,7587.87,10,1,40,0.06,7444,10,1305.09
96,59,7439.9,10,4,14,0.1,2227,26,1721.23
139,7,8622.04,3,6,40,0.01,7252,3,510.13
49,48,2695.34,10,6,20,0.14,4595,27,3719.32
81,59,4534.23,14,4,14,0.29,9568,31,5435.82
129,96,2858.34,1,6,50,0.12,7494,34,6370.66
146,70,8205.54,2,2,44,0.12,84,12,329.09
46,52,6371.56,4,3,48,0.06,2445,37,2872.45
183,65,865.28,14,4,12,0.21,6,0,0.0
247,18,4200.81,10,8,11,0.02,1159,10,327.1
290,55,91.32,7,4,8,0.12,337,7,1174.29
72,66,34.6,10,1,29,0.24,9172,13,651.39
134,83,870.7,7,3,12,0.2,3340,21,2807.3
105,90,3918.22,6,6,43,0.18,6651,22,543.35
128,38,3527.45,14,2,47,0.12,4312,34,1484.62
179,5,5359.84,9,6,25,0.16,8796,14,1202.74
243,70,3494.32,6,7,55,0.12,1898,18,3440.13
278,15,9462.47,3,3,23,0.25,3212,11,1544.39
93,26,3051.66,4,5,29,0.02,1283,18,1569.48
202,10,8559.86,4,2,13,0.15,5195,19,1241.63
291,73,1305.41,1,1,39,0.26,3783,2,185.18
167,67,1833.47,12,8,54,0.23,8953,29,4566.48
292,13,1813.28,12,5,44,0.19,9512,13,2515.43
228,43,9020.61,11,5,44,0.08,4090,12,1295.19
86,73,2510.0,12,5,13,0.23,6973,19,2815.32
246,11,3594.0,13,6,24,0.21,4625,11,1212.07
86,79,4326.55,6,5,1,0.21,887,5,947.58
266,68,9182.82,3,5,57,0.01,283,34,1431.72
82,99,3602.55,2,1,8,0.2,2719,8,455.11
139,95,6929.95,14,6,36,0.07,4014,3,73.66
49,5,3369.67,5,4,52,0.25,9958,22,922.21
232,72,7940.53,7,5,33,0.15,1834,32,3482.31
162,88,3637.58,11,1,33,0.05,6839,37,6590.25
324,24,3283.18,9,8,37,0.08,8828,5,663.93
297,57,5619.23,8,9,20,0.17,5396,39,2330.84
280,68,7218.55,9,6,41,0.11,3961,13,2326.5
253,73,9325.54,11,6,52,0.26,5932,3,455.2
44,76,9314.29,5,5,45,0.07,3143,14,1673.72
171,58,3937.26,5,6,24,0.11,7852,7,713.68
157,16,3594.23,5,3,36,0.25,9757,38,1178.34
253,83,854.94,8,6,37,0.19,9624,12,1286.57
329,67,2862.22,4,1,48,0.17,3590,12,1229.53
6,57,3229.91,5,3,53,0.27,4299,31,5655.85
103,79,6516.24,9,5,4,0.3,9090,20,3839.65
78,53,472.29,10,9,33,0.19,3736,10,1114.43
312,44,5736.34,14,4,8,0.22,4765,23,695.08
299,63,47.85,11,8,18,0.17,7097,25,3547.5
214,99,4031.38,6,8,33,0.2,9837,0,0.0
350,82,9610.94,3,3,14,0.09,1405,7,225.3
113,75,5569.77,13,4,53,0.14,1782,32,1483.93
124,76,2821.44,10,7,44,0.13,1442,13,2555.06
88,82,5272.32,12,8,25,0.09,1455,23,759.19
329,51,2098.19,11,6,35,0.07,2930,29,4720.76
286,94,603.89,14,3,16,0.29,8043,17,1324.24
70,54,3283.31,1,4,18,0.13,3165,0,0.0
112,49,8561.63,2,9,50,0.25,3391,1,138.85
283,39,990.94,6,8,51,0.04,9514,32,5134.99
155,82,7685.22,7,5,4,0.29,8724,17,839.82
106,24,432.63,10,9,35,0.14,5554,39,3703.81
276,76,3411.9,13,1,38,0.17,3927,38,3822.65
13,9,5318.46,9,5,55,0.03,2778,35,1145.54
303,91,2574.02,5,4,9,0.26,445,39,5722.43
107,91,9013.15,10,6,59,0.21,7498,30,1292.97
74,39,9437.85,5,5,52,0.25,7092,19,1325.33
316,38,8745.11,7,3,41,0.25,9436,18,2383.23
356,16,758.33,7,5,4,0.1,68,26,3178.66
98,55,4167.3,9,8,3,0.17,5536,27,2761.21
187,54,7923.28,14,4,29,0.24,2429,34,5980.7
36,46,5971.25,12,1,53,0.01,9726,10,730.97
275,29,7294.06,6,1,48,0.0,9665,23,1237.98
252,66,7765.92,8,9,41,0.0,9479,11,758.46
37,53,945.32,4,8,28,0.23,1383,8,1098.13
44,50,7483.71,13,3,15,0.1,5098,10,1663.82
8,62,902.08,7,9,53,0.14,2885,39,7365.44
90,42,3222.24,4,8,35,0.03,6697,39,5605.44
204,84,6241.43,7,9,25,0.01,5702,4,576.07
213,76,7204.9,5,6,30,0.18,3765,29,2323.05
88,80,3175.03,11,5,38,0.24,82,12,1858.06
278,41,1343.08,5,9,56,0.17,2302,28,5255.16
250,76,1291.9,8,3,19,0.01,4368,38,2367.67
112,96,7947.44,2,6,36,0.26,5844,29,3413.53
3,38,1304.08,8,5,44,0.11,3562,27,4889.6
318,71,9591.1,11,8,14,0.09,3606,24,1378.57
239,6,3059.89,2,1,40,0.1,9048,36,2354.29
303,37,6919.68,7,3,20,0.21,9327,18,3425.0
222,3,4283.37,13,3,21,0.16,9281,24,1090.53
9,7,1451.64,14,1,38,0.05,9307,17,1146.68
187,46,3253.18,6,1,13,0.11,1655,37,2534.96
173,95,5835.94,11,5,26,0.04,7306,19,2455.48
245,29,8681.73,10,3,3,0.28,275,13,640.51
172,83,2833.91,7,3,6,0.2,691,27,3326.75
29,18,4626.63,3,6,17,0.22,3068,2,100.61
145,45,6437.77,14,1,37,0.25,9263,28,3097.32
137,77,7019.93,4,6,32,0.21,9503,22,2751.1
69,67,5443.01,6,7,35,0.23,5233,1,155.35
209,90,104.71,12,1,21,0.28,807,21,1297.59
98,29,7240.63,14,9,43,0.17,8983,2,78.88
206,50,3329.21,3,7,1,0.18,6996,12,1044.8
287,62,9389.96,13,4,34,0.1,3882,22,1376.04
142,30,4895.76,13,5,6,0.24,3459,21,3316.86
94,96,4166.03,12,8,49,0.22,3495,0,0.0
290,14,1454.18,4,6,15,0.2,8186,2,319.13
343,54,3807.96,11,5,49,0.24,4477,3,106.04
29,11,5812.78,1,7,43,0.13,5198,2,167.54
107,78,7961.72,13,3,44,0.24,4405,5,405.15
86,74,9367.07,5,8,13,0.23,9385,29,1488.23
160,76,4161.38,14,4,49,0.06,4865,7,1135.64
246,30,6737.87,13,7,50,0.1,8064,3,172.19
339,24,1100.35,2,4,11,0.25,4677,23,1626.16
263,9,7553.09,5,9,9,0.12,4962,39,7652.62
116,12,7797.49,7,8,10,0.01,9616,24,1460.88
199,42,2596.78,6,5,7,0.01,2522,32,5083.81
164,34,3832.39,14,8,31,0.17,6142,26,1642.54
97,74,843.35,7,7,17,0.23,1608,22,2664.9
233,29,2473.81,12,5,41,0.07,1242,12,1208.63
62,13,6938.8,11,2,41,0.28,1687,21,2347.44
92,4,8693.54,5,2,5,0.21,7272,18,2958.71
